Cod_IBGE,Nome_Município,UF,Atributo,Valor
4200705,Alfredo Wagner,SC,2023 - Receita Corrente Líquida,46659785.11
4200705,Alfredo Wagner,SC,Indicador 1,0.15559995364067805
4200705,Alfredo Wagner,SC,Nota 1,A
2500577,Algodão de Jandaíra,PB,2023 - Dívida Consolidada,5144906.86
2500577,Algodão de Jandaíra,PB,2023 - Receita Corrente Líquida,23656722.58
2500577,Algodão de Jandaíra,PB,Indicador 1,0.21748181061858657
2500577,Algodão de Jandaíra,PB,Nota 1,A
2500601,Alhandra,PB,2023 - Dívida Consolidada,12879654.92
2500601,Alhandra,PB,2023 - Receita Corrente Líquida,170063262.7
2500601,Alhandra,PB,Indicador 1,0.07573449265594974
2500601,Alhandra,PB,Nota 1,A
2600708,Aliança,PE,2023 - Dívida Consolidada,1656222.72
2600708,Aliança,PE,2023 - Receita Corrente Líquida,117332964.57
2600708,Aliança,PE,Indicador 1,0.014115578908874406
2600708,Aliança,PE,Nota 1,A
1700350,Aliança do Tocantins,TO,2023 - Dívida Consolidada,0
1700350,Aliança do Tocantins,TO,2023 - Receita Corrente Líquida,33952476.49
1700350,Aliança do Tocantins,TO,Indicador 1,0
1700350,Aliança do Tocantins,TO,Nota 1,A
2900900,Almadina,BA,2023 - Dívida Consolidada,7699656.84
2900900,Almadina,BA,2023 - Receita Corrente Líquida,28360971.94
2900900,Almadina,BA,Indicador 1,0.27148776340561476
2900900,Almadina,BA,Nota 1,A
1700400,Almas,TO,2023 - Dívida Consolidada,13119187.31
1700400,Almas,TO,2023 - Receita Corrente Líquida,41355172.17
1700400,Almas,TO,Indicador 1,0.3172320805743607
1700400,Almas,TO,Nota 1,A
1500503,Almeirim,PA,2023 - Dívida Consolidada,47606528.43
1500503,Almeirim,PA,2023 - Receita Corrente Líquida,171751342.94
1500503,Almeirim,PA,Indicador 1,0.2771828599129555
1500503,Almeirim,PA,Nota 1,A
3101706,Almenara,MG,2023 - Dívida Consolidada,64644122.72
3101706,Almenara,MG,2023 - Receita Corrente Líquida,129282776.57
3101706,Almenara,MG,Indicador 1,0.5000211508065695
3101706,Almenara,MG,Nota 1,A
2400604,Almino Afonso,RN,2023 - Dívida Consolidada,1040002.17
2400604,Almino Afonso,RN,2023 - Receita Corrente Líquida,35003341.09
2400604,Almino Afonso,RN,Indicador 1,0.029711511461890563
2400604,Almino Afonso,RN,Nota 1,A
4100400,Almirante Tamandaré,PR,2023 - Dívida Consolidada,103532889.14
4100400,Almirante Tamandaré,PR,2023 - Receita Corrente Líquida,302648409.36
4100400,Almirante Tamandaré,PR,Indicador 1,0.34208965234258915
4100400,Almirante Tamandaré,PR,Nota 1,A
4300471,Almirante Tamandaré do Sul,RS,2023 - Dívida Consolidada,1040874.44
4300471,Almirante Tamandaré do Sul,RS,2023 - Receita Corrente Líquida,28814990.1
4300471,Almirante Tamandaré do Sul,RS,Indicador 1,0.03612267213654187
4300471,Almirante Tamandaré do Sul,RS,Nota 1,A
5200506,Aloândia,GO,2023 - Dívida Consolidada,753355.85
5200506,Aloândia,GO,2023 - Receita Corrente Líquida,21730547.04
5200506,Aloândia,GO,Indicador 1,0.03466805730262003
5200506,Aloândia,GO,Nota 1,A
3101805,Alpercata,MG,2023 - Dívida Consolidada,8955174.91
3101805,Alpercata,MG,2023 - Receita Corrente Líquida,42715670.76
3101805,Alpercata,MG,Indicador 1,0.2096461263669502
3101805,Alpercata,MG,Nota 1,A
4300505,Alpestre,RS,2023 - Dívida Consolidada,0
4300505,Alpestre,RS,2023 - Receita Corrente Líquida,60740350.04
4300505,Alpestre,RS,Indicador 1,0
4300505,Alpestre,RS,Nota 1,A
3101904,Alpinópolis,MG,2023 - Dívida Consolidada,3742405.45
3101904,Alpinópolis,MG,2023 - Receita Corrente Líquida,76859845.25
3101904,Alpinópolis,MG,Indicador 1,0.048691295667161134
3101904,Alpinópolis,MG,Nota 1,A
5100250,Alta Floresta,MT,2023 - Dívida Consolidada,36277911.34
5100250,Alta Floresta,MT,2023 - Receita Corrente Líquida,270012318.64
5100250,Alta Floresta,MT,Indicador 1,0.13435650463180662
5100250,Alta Floresta,MT,Nota 1,A
1100015,Alta Floresta D'Oeste,RO,2023 - Dívida Consolidada,7579285.84
1100015,Alta Floresta D'Oeste,RO,2023 - Receita Corrente Líquida,125788962.52
1100015,Alta Floresta D'Oeste,RO,Indicador 1,0.06025398165435159
1100015,Alta Floresta D'Oeste,RO,Nota 1,A
3500907,Altair,SP,2023 - Dívida Consolidada,2180598.47
3500907,Altair,SP,2023 - Receita Corrente Líquida,32602878.03
3500907,Altair,SP,Indicador 1,0.0668836189244855
3500907,Altair,SP,Nota 1,A
1500602,Altamira,PA,2023 - Dívida Consolidada,22313160.52
1500602,Altamira,PA,2023 - Receita Corrente Líquida,550032507.18
1500602,Altamira,PA,Indicador 1,0.04056698509402453
1500602,Altamira,PA,Nota 1,A
2100402,Altamira do Maranhão,MA,2023 - Dívida Consolidada,2411840.31
2100402,Altamira do Maranhão,MA,2023 - Receita Corrente Líquida,38998636.17
2100402,Altamira do Maranhão,MA,Indicador 1,0.06184422192320988
2100402,Altamira do Maranhão,MA,Nota 1,A
4100459,Altamira do Paraná,PR,2023 - Dívida Consolidada,7658366.32
4100459,Altamira do Paraná,PR,2023 - Receita Corrente Líquida,28494277.75
4100459,Altamira do Paraná,PR,Indicador 1,0.2687685712616457
4100459,Altamira do Paraná,PR,Nota 1,A
2300606,Altaneira,CE,2023 - Dívida Consolidada,12338815.3
2300606,Altaneira,CE,2023 - Receita Corrente Líquida,44791600.89
2300606,Altaneira,CE,Indicador 1,0.2754716298330546
2300606,Altaneira,CE,Nota 1,A
3102001,Alterosa,MG,2023 - Dívida Consolidada,2716489.54
3102001,Alterosa,MG,2023 - Receita Corrente Líquida,56942733.01
3102001,Alterosa,MG,Indicador 1,0.04770564032328662
3102001,Alterosa,MG,Nota 1,A
2600807,Altinho,PE,2023 - Dívida Consolidada,13773135.98
2600807,Altinho,PE,2023 - Receita Corrente Líquida,66482482.13
2600807,Altinho,PE,Indicador 1,0.2071694007011949
2600807,Altinho,PE,Nota 1,A
3501004,Altinópolis,SP,2023 - Dívida Consolidada,1475301.72
3501004,Altinópolis,SP,2023 - Receita Corrente Líquida,92798110.29
3501004,Altinópolis,SP,Indicador 1,0.01589797157926587
3501004,Altinópolis,SP,Nota 1,A
1400050,Alto Alegre,RR,2023 - Dívida Consolidada,942545.24
1400050,Alto Alegre,RR,2023 - Receita Corrente Líquida,68955475.16
1400050,Alto Alegre,RR,Indicador 1,0.013668896310452167
1400050,Alto Alegre,RR,Nota 1,A
3501103,Alto Alegre,SP,2023 - Dívida Consolidada,659857.71
3501103,Alto Alegre,SP,2023 - Receita Corrente Líquida,32643450.5
3501103,Alto Alegre,SP,Indicador 1,0.020214091950849375
3501103,Alto Alegre,SP,Nota 1,A
4300554,Alto Alegre,RS,2023 - Dívida Consolidada,5312500
4300554,Alto Alegre,RS,2023 - Receita Corrente Líquida,21274229.27
4300554,Alto Alegre,RS,Indicador 1,0.2497152744090926
4300554,Alto Alegre,RS,Nota 1,A
2100436,Alto Alegre do Maranhão,MA,2023 - Dívida Consolidada,5246334.01
2100436,Alto Alegre do Maranhão,MA,2023 - Receita Corrente Líquida,95298689.88
2100436,Alto Alegre do Maranhão,MA,Indicador 1,0.0550514809448711
2100436,Alto Alegre do Maranhão,MA,Nota 1,A
2100477,Alto Alegre do Pindaré,MA,2023 - Dívida Consolidada,0
2100477,Alto Alegre do Pindaré,MA,2023 - Receita Corrente Líquida,151446341.7
2100477,Alto Alegre do Pindaré,MA,Indicador 1,0
2100477,Alto Alegre do Pindaré,MA,Nota 1,A
1100379,Alto Alegre dos Parecis,RO,2023 - Dívida Consolidada,3558466.59
1100379,Alto Alegre dos Parecis,RO,2023 - Receita Corrente Líquida,64453176.38
1100379,Alto Alegre dos Parecis,RO,Indicador 1,0.05521010429369935
1100379,Alto Alegre dos Parecis,RO,Nota 1,A
5100300,Alto Araguaia,MT,2023 - Dívida Consolidada,14470896.23
5100300,Alto Araguaia,MT,2023 - Receita Corrente Líquida,124826301.6
5100300,Alto Araguaia,MT,Indicador 1,0.11592826226936777
5100300,Alto Araguaia,MT,Nota 1,A
4200754,Alto Bela Vista,SC,2023 - Dívida Consolidada,5264590.64
4200754,Alto Bela Vista,SC,2023 - Receita Corrente Líquida,28889542.88
4200754,Alto Bela Vista,SC,Indicador 1,0.1822317044567927
4200754,Alto Bela Vista,SC,Nota 1,A
5100359,Alto Boa Vista,MT,2023 - Dívida Consolidada,12364181.33
5100359,Alto Boa Vista,MT,2023 - Receita Corrente Líquida,56463841.34
5100359,Alto Boa Vista,MT,Indicador 1,0.2189752067265213
5100359,Alto Boa Vista,MT,Nota 1,A
3102050,Alto Caparaó,MG,2023 - Dívida Consolidada,1972818.83
3102050,Alto Caparaó,MG,2023 - Receita Corrente Líquida,30594615.7
3102050,Alto Caparaó,MG,Indicador 1,0.06448254978407851
3102050,Alto Caparaó,MG,Nota 1,A
2400703,Alto do Rodrigues,RN,2023 - Dívida Consolidada,4452450.1
2400703,Alto do Rodrigues,RN,2023 - Receita Corrente Líquida,117566672.13
2400703,Alto do Rodrigues,RN,Indicador 1,0.03787170308841164
2400703,Alto do Rodrigues,RN,Nota 1,A
4300570,Alto Feliz,RS,2023 - Dívida Consolidada,5217398.36
4300570,Alto Feliz,RS,2023 - Receita Corrente Líquida,29868868.14
4300570,Alto Feliz,RS,Indicador 1,0.17467680179728431
4300570,Alto Feliz,RS,Nota 1,A
5100409,Alto Garças,MT,2023 - Dívida Consolidada,1018127.95
5100409,Alto Garças,MT,2023 - Receita Corrente Líquida,85383109.65
5100409,Alto Garças,MT,Indicador 1,0.011924231316632538
5100409,Alto Garças,MT,Nota 1,A
5200555,Alto Horizonte,GO,2023 - Dívida Consolidada,1946064.65
5200555,Alto Horizonte,GO,2023 - Receita Corrente Líquida,148738116.38
5200555,Alto Horizonte,GO,Indicador 1,0.013083832828890635
5200555,Alto Horizonte,GO,Nota 1,A
3153509,Alto Jequitibá,MG,2023 - Dívida Consolidada,372465.66
3153509,Alto Jequitibá,MG,2023 - Receita Corrente Líquida,34043653.17
3153509,Alto Jequitibá,MG,Indicador 1,0.010940825243990699
3153509,Alto Jequitibá,MG,Nota 1,A
2200301,Alto Longá,PI,2023 - Dívida Consolidada,10529359.99
2200301,Alto Longá,PI,2023 - Receita Corrente Líquida,50117694.62
2200301,Alto Longá,PI,Indicador 1,0.21009266427426906
2200301,Alto Longá,PI,Nota 1,A
5100508,Alto Paraguai,MT,2023 - Dívida Consolidada,4512081.61
5100508,Alto Paraguai,MT,2023 - Receita Corrente Líquida,43888901.72
5100508,Alto Paraguai,MT,Indicador 1,0.10280689270344312
5100508,Alto Paraguai,MT,Nota 1,A
1100403,Alto Paraíso,RO,2023 - Dívida Consolidada,255767.44
1100403,Alto Paraíso,RO,2023 - Receita Corrente Líquida,79302576.04
1100403,Alto Paraíso,RO,Indicador 1,0.003225209731787169
1100403,Alto Paraíso,RO,Nota 1,A
4128625,Alto Paraíso,PR,2023 - Dívida Consolidada,1306699.44
4128625,Alto Paraíso,PR,2023 - Receita Corrente Líquida,38126950.89
4128625,Alto Paraíso,PR,Indicador 1,0.034272329926669357
4128625,Alto Paraíso,PR,Nota 1,A
5200605,Alto Paraíso de Goiás,GO,2023 - Dívida Consolidada,2940628.38
5200605,Alto Paraíso de Goiás,GO,2023 - Receita Corrente Líquida,50912937.51
5200605,Alto Paraíso de Goiás,GO,Indicador 1,0.05775797908777941
5200605,Alto Paraíso de Goiás,GO,Nota 1,A
4100608,Alto Paraná,PR,2023 - Dívida Consolidada,6549113.51
4100608,Alto Paraná,PR,2023 - Receita Corrente Líquida,64131361.76
4100608,Alto Paraná,PR,Indicador 1,0.10212029388224861
4100608,Alto Paraná,PR,Nota 1,A
2100501,Alto Parnaíba,MA,2023 - Dívida Consolidada,0
2100501,Alto Parnaíba,MA,2023 - Receita Corrente Líquida,55766767.08
2100501,Alto Parnaíba,MA,Indicador 1,0
2100501,Alto Parnaíba,MA,Nota 1,A
4100707,Alto Piquiri,PR,2023 - Dívida Consolidada,4412840.71
4100707,Alto Piquiri,PR,2023 - Receita Corrente Líquida,50683321.19
4100707,Alto Piquiri,PR,Indicador 1,0.08706692076190677
4100707,Alto Piquiri,PR,Nota 1,A
3102100,Alto Rio Doce,MG,2023 - Dívida Consolidada,4576684.49
3102100,Alto Rio Doce,MG,2023 - Receita Corrente Líquida,40305079.83
3102100,Alto Rio Doce,MG,Indicador 1,0.11355105880707049
3102100,Alto Rio Doce,MG,Nota 1,A
3200359,Alto Rio Novo,ES,2023 - Dívida Consolidada,13208526.21
3200359,Alto Rio Novo,ES,2023 - Receita Corrente Líquida,38824423.74
3200359,Alto Rio Novo,ES,Indicador 1,0.34021177747427916
3200359,Alto Rio Novo,ES,Nota 1,A
2300705,Alto Santo,CE,2023 - Dívida Consolidada,19486264
2300705,Alto Santo,CE,2023 - Receita Corrente Líquida,77446546.31
2300705,Alto Santo,CE,Indicador 1,0.2516092056836356
2300705,Alto Santo,CE,Nota 1,A
5100607,Alto Taquari,MT,2023 - Dívida Consolidada,15460776.21
5100607,Alto Taquari,MT,2023 - Receita Corrente Líquida,85272097.98
5100607,Alto Taquari,MT,Indicador 1,0.18131108036800292
5100607,Alto Taquari,MT,Nota 1,A
4100509,Altônia,PR,2023 - Dívida Consolidada,2361587.14
4100509,Altônia,PR,2023 - Receita Corrente Líquida,82912693.07
4100509,Altônia,PR,Indicador 1,0.028482817920365982
4100509,Altônia,PR,Nota 1,A
2200400,Altos,PI,2023 - Dívida Consolidada,29605710.97
2200400,Altos,PI,2023 - Receita Corrente Líquida,176242474.19
2200400,Altos,PI,Indicador 1,0.16798283788324067
2200400,Altos,PI,Nota 1,A
3501152,Alumínio,SP,2023 - Dívida Consolidada,37249186.5
3501152,Alumínio,SP,2023 - Receita Corrente Líquida,144641446.82
3501152,Alumínio,SP,Indicador 1,0.25752775099349634
3501152,Alumínio,SP,Nota 1,A
1300029,Alvarães,AM,2023 - Dívida Consolidada,16144046.59
1300029,Alvarães,AM,2023 - Receita Corrente Líquida,108118916.77
1300029,Alvarães,AM,Indicador 1,0.14931750217534112
1300029,Alvarães,AM,Nota 1,A
3102209,Alvarenga,MG,2023 - Dívida Consolidada,720309.45
3102209,Alvarenga,MG,2023 - Receita Corrente Líquida,25348347.61
3102209,Alvarenga,MG,Indicador 1,0.02841642623347313
3102209,Alvarenga,MG,Nota 1,A
3501202,Álvares Florence,SP,2023 - Dívida Consolidada,2692979.63
3501202,Álvares Florence,SP,2023 - Receita Corrente Líquida,32007164.24
3501202,Álvares Florence,SP,Indicador 1,0.08413677668559369
3501202,Álvares Florence,SP,Nota 1,A
3501301,Álvares Machado,SP,2023 - Dívida Consolidada,2186948.93
3501301,Álvares Machado,SP,2023 - Receita Corrente Líquida,103363339.44
3501301,Álvares Machado,SP,Indicador 1,0.021157878043109018
3501301,Álvares Machado,SP,Nota 1,A
3501400,Álvaro de Carvalho,SP,2023 - Dívida Consolidada,798600.5
3501400,Álvaro de Carvalho,SP,2023 - Receita Corrente Líquida,24129464.46
3501400,Álvaro de Carvalho,SP,Indicador 1,0.033096486717467746
3501400,Álvaro de Carvalho,SP,Nota 1,A
3501509,Alvinlândia,SP,2023 - Dívida Consolidada,1799473.79
3501509,Alvinlândia,SP,2023 - Receita Corrente Líquida,24568308.39
3501509,Alvinlândia,SP,Indicador 1,0.07324369921750237
3501509,Alvinlândia,SP,Nota 1,A
3102308,Alvinópolis,MG,2023 - Dívida Consolidada,2675863.58
3102308,Alvinópolis,MG,2023 - Receita Corrente Líquida,56523247.45
3102308,Alvinópolis,MG,Indicador 1,0.04734093847610307
3102308,Alvinópolis,MG,Nota 1,A
1700707,Alvorada,TO,2023 - Dívida Consolidada,8140923.56
1700707,Alvorada,TO,2023 - Receita Corrente Líquida,55250039.48
1700707,Alvorada,TO,Indicador 1,0.14734692747046704
1700707,Alvorada,TO,Nota 1,A
4300604,Alvorada,RS,2023 - Dívida Consolidada,52618562.05
4300604,Alvorada,RS,2023 - Receita Corrente Líquida,538335288.72
4300604,Alvorada,RS,Indicador 1,0.09774310388440477
4300604,Alvorada,RS,Nota 1,A
3102407,Alvorada de Minas,MG,2023 - Dívida Consolidada,0
3102407,Alvorada de Minas,MG,2023 - Receita Corrente Líquida,103069104.6
3102407,Alvorada de Minas,MG,Indicador 1,0
3102407,Alvorada de Minas,MG,Nota 1,A
2200459,Alvorada do Gurguéia,PI,2023 - Dívida Consolidada,4430059.93
2200459,Alvorada do Gurguéia,PI,2023 - Receita Corrente Líquida,30394726.28
2200459,Alvorada do Gurguéia,PI,Indicador 1,0.14575094011999767
2200459,Alvorada do Gurguéia,PI,Nota 1,A
5200803,Alvorada do Norte,GO,2023 - Dívida Consolidada,0
5200803,Alvorada do Norte,GO,2023 - Receita Corrente Líquida,0
5200803,Alvorada do Norte,GO,Indicador 1,n.d.
5200803,Alvorada do Norte,GO,Nota 1,n.d.
4100806,Alvorada do Sul,PR,2023 - Dívida Consolidada,28817278.72
4100806,Alvorada do Sul,PR,2023 - Receita Corrente Líquida,68429325.08
4100806,Alvorada do Sul,PR,Indicador 1,0.4211246959736929
4100806,Alvorada do Sul,PR,Nota 1,A
1100346,Alvorada D'Oeste,RO,2023 - Dívida Consolidada,770280.64
1100346,Alvorada D'Oeste,RO,2023 - Receita Corrente Líquida,60284403.24
1100346,Alvorada D'Oeste,RO,Indicador 1,0.01277744488791592
1100346,Alvorada D'Oeste,RO,Nota 1,A
1400027,Amajari,RR,2023 - Dívida Consolidada,9907137.88
1400027,Amajari,RR,2023 - Receita Corrente Líquida,41941213.57
1400027,Amajari,RR,Indicador 1,0.23621485972180944
1400027,Amajari,RR,Nota 1,A
5000609,Amambai,MS,2023 - Dívida Consolidada,45833541
5000609,Amambai,MS,2023 - Receita Corrente Líquida,232571005.7
5000609,Amambai,MS,Indicador 1,0.19707332331495353
5000609,Amambai,MS,Nota 1,A
1600105,Amapá,AP,2023 - Dívida Consolidada,9921273.47
1600105,Amapá,AP,2023 - Receita Corrente Líquida,35679655.49
1600105,Amapá,AP,Indicador 1,0.278065282126411
1600105,Amapá,AP,Nota 1,A
2100550,Amapá do Maranhão,MA,2023 - Dívida Consolidada,5339208.29
2100550,Amapá do Maranhão,MA,2023 - Receita Corrente Líquida,46081675.3
2100550,Amapá do Maranhão,MA,Indicador 1,0.11586402306862312
2100550,Amapá do Maranhão,MA,Nota 1,A
4100905,Amaporã,PR,2023 - Dívida Consolidada,1550419.78
4100905,Amaporã,PR,2023 - Receita Corrente Líquida,33429415.37
4100905,Amaporã,PR,Indicador 1,0.04637890800182426
4100905,Amaporã,PR,Nota 1,A
2600906,Amaraji,PE,2023 - Dívida Consolidada,19188211.39
2600906,Amaraji,PE,2023 - Receita Corrente Líquida,73270017.78
2600906,Amaraji,PE,Indicador 1,0.261883536695929
2600906,Amaraji,PE,Nota 1,A
4300638,Amaral Ferrador,RS,2023 - Dívida Consolidada,2154068.47
4300638,Amaral Ferrador,RS,2023 - Receita Corrente Líquida,29333853.69
4300638,Amaral Ferrador,RS,Indicador 1,0.07343284972933266
4300638,Amaral Ferrador,RS,Nota 1,A
5200829,Amaralina,GO,2023 - Dívida Consolidada,0
5200829,Amaralina,GO,2023 - Receita Corrente Líquida,27420833.75
5200829,Amaralina,GO,Indicador 1,0
5200829,Amaralina,GO,Nota 1,A
2200509,Amarante,PI,2023 - Dívida Consolidada,4556903.44
2200509,Amarante,PI,2023 - Receita Corrente Líquida,79781140.8
2200509,Amarante,PI,Indicador 1,0.05711755177108223
2200509,Amarante,PI,Nota 1,A
2100600,Amarante do Maranhão,MA,2023 - Dívida Consolidada,2805571.81
2100600,Amarante do Maranhão,MA,2023 - Receita Corrente Líquida,139596865.07
2100600,Amarante do Maranhão,MA,Indicador 1,0.02009767059305496
2100600,Amarante do Maranhão,MA,Nota 1,A
2901007,Amargosa,BA,2023 - Dívida Consolidada,95439460.55
2901007,Amargosa,BA,2023 - Receita Corrente Líquida,148575702.84
2901007,Amargosa,BA,Indicador 1,0.6423625042701497
2901007,Amargosa,BA,Nota 1,B
1300060,Amaturá,AM,2023 - Dívida Consolidada,8827984.74
1300060,Amaturá,AM,2023 - Receita Corrente Líquida,59661413.65
1300060,Amaturá,AM,Indicador 1,0.14796807852708332
1300060,Amaturá,AM,Nota 1,A
2901106,Amélia Rodrigues,BA,2023 - Dívida Consolidada,96040428.99
2901106,Amélia Rodrigues,BA,2023 - Receita Corrente Líquida,92807447.3
2901106,Amélia Rodrigues,BA,Indicador 1,1.0348353691870156
2901106,Amélia Rodrigues,BA,Nota 1,C
2901155,América Dourada,BA,2023 - Dívida Consolidada,9599341.97
2901155,América Dourada,BA,2023 - Receita Corrente Líquida,69428000.73
2901155,América Dourada,BA,Indicador 1,0.13826326365541017
2901155,América Dourada,BA,Nota 1,A
3501608,Americana,SP,2023 - Dívida Consolidada,1261512303.66
3501608,Americana,SP,2023 - Receita Corrente Líquida,1171115603.5
3501608,Americana,SP,Indicador 1,1.0771885370580327
3501608,Americana,SP,Nota 1,C
5200852,Americano do Brasil,GO,2023 - Dívida Consolidada,105088.11
5200852,Americano do Brasil,GO,2023 - Receita Corrente Líquida,23534870.51
5200852,Americano do Brasil,GO,Indicador 1,0.0044652087614141705
5200852,Americano do Brasil,GO,Nota 1,A
3501707,Américo Brasiliense,SP,2023 - Dívida Consolidada,24064099.4
3501707,Américo Brasiliense,SP,2023 - Receita Corrente Líquida,154926728.29
3501707,Américo Brasiliense,SP,Indicador 1,0.15532567985916254
3501707,Américo Brasiliense,SP,Nota 1,A
3501806,Américo de Campos,SP,2023 - Dívida Consolidada,3420536.92
3501806,Américo de Campos,SP,2023 - Receita Corrente Líquida,37639722.91
3501806,Américo de Campos,SP,Indicador 1,0.0908757199987581
3501806,Américo de Campos,SP,Nota 1,A
4300646,Ametista do Sul,RS,2023 - Dívida Consolidada,1021435.3
4300646,Ametista do Sul,RS,2023 - Receita Corrente Líquida,39058755.83
4300646,Ametista do Sul,RS,Indicador 1,0.026151250297006712
4300646,Ametista do Sul,RS,Nota 1,A
2300754,Amontada,CE,2023 - Dívida Consolidada,50060762.01
2300754,Amontada,CE,2023 - Receita Corrente Líquida,185790642.45
2300754,Amontada,CE,Indicador 1,0.2694471656368396
2300754,Amontada,CE,Nota 1,A
5200902,Amorinópolis,GO,2023 - Dívida Consolidada,10266058.81
5200902,Amorinópolis,GO,2023 - Receita Corrente Líquida,24824164.03
5200902,Amorinópolis,GO,Indicador 1,0.41355103831869094
5200902,Amorinópolis,GO,Nota 1,A
2500734,Amparo,PB,2023 - Dívida Consolidada,1061664.14
2500734,Amparo,PB,2023 - Receita Corrente Líquida,21854259.55
2500734,Amparo,PB,Indicador 1,0.04857927753493711
2500734,Amparo,PB,Nota 1,A
3501905,Amparo,SP,2023 - Dívida Consolidada,31613032.79
3501905,Amparo,SP,2023 - Receita Corrente Líquida,427412667.47
3501905,Amparo,SP,Indicador 1,0.07396372451272495
3501905,Amparo,SP,Nota 1,A
2800100,Amparo do São Francisco,SE,2023 - Dívida Consolidada,3819082.34
